Step,Action
100.0,1
105.0,1
110.0,4
115.0,7
120.0,4
125.0,7
130.0,4
135.0,7
140.0,4
145.0,0
150.0,4
155.0,0
160.0,0
165.0,3
170.0,0
175.0,3
180.0,6
185.0,3
190.0,6
195.0,5
200.0,6
205.0,5
210.0,2
215.0,5
220.0,2
225.0,5
230.0,2
235.0,5
240.0,3
245.0,5
250.0,3
255.0,1
260.0,3
265.0,1
270.0,7
275.0,1
280.0,7
285.0,3
290.0,7
295.0,3
300.0,1
305.0,3
310.0,1
315.0,5
320.0,1
325.0,5
330.0,0
335.0,5
340.0,0
345.0,7
350.0,0
355.0,7
360.0,6
365.0,7
370.0,6
375.0,7
380.0,6
385.0,7
390.0,5
395.0,7
400.0,5
405.0,3
410.0,5
415.0,3
420.0,2
425.0,3
430.0,2
435.0,1
440.0,2
445.0,1
450.0,6
455.0,1
460.0,6
465.0,6
470.0,5
475.0,6
480.0,5
485.0,5
490.0,5
495.0,6
500.0,5
505.0,6
510.0,6
515.0,7
520.0,6
525.0,7
530.0,3
535.0,7
540.0,3
545.0,4
550.0,3
555.0,4
560.0,3
565.0,4
570.0,3
575.0,5
580.0,3
585.0,5
590.0,4
595.0,5
600.0,4
605.0,6
610.0,4
615.0,6
620.0,5
625.0,6
630.0,5
635.0,1
640.0,5
645.0,1
650.0,6
655.0,1
660.0,6
665.0,6
670.0,3
675.0,6
680.0,3
685.0,6
690.0,3
695.0,6
700.0,7
705.0,6
710.0,7
715.0,6
720.0,7
725.0,6
730.0,1
735.0,6
740.0,1
745.0,6
750.0,1
755.0,6
760.0,0
765.0,6
770.0,0
775.0,5
780.0,0
785.0,5
790.0,4
795.0,5
800.0,4
805.0,5
810.0,4
815.0,5
820.0,1
825.0,5
830.0,1
835.0,4
840.0,1
845.0,4
850.0,6
855.0,4
860.0,6
865.0,7
870.0,6
875.0,7
880.0,2
885.0,7
890.0,2
895.0,0
900.0,2
905.0,0
910.0,1
915.0,0
920.0,1
925.0,5
930.0,1
935.0,5
940.0,1
945.0,5
950.0,1
955.0,2
960.0,1
965.0,2
970.0,5
975.0,2
980.0,5
985.0,3
990.0,5
995.0,3
1000.0,7
1005.0,3
1010.0,7
1015.0,2
