Step,Action
100.0,15
105.0,8
110.0,15
115.0,8
120.0,9
125.0,8
130.0,9
135.0,11
140.0,9
145.0,11
150.0,14
155.0,11
160.0,14
165.0,15
170.0,14
175.0,15
180.0,13
185.0,15
190.0,13
195.0,7
200.0,13
205.0,7
210.0,13
215.0,7
220.0,13
225.0,12
230.0,13
235.0,12
240.0,4
245.0,12
250.0,4
255.0,14
260.0,4
265.0,14
270.0,3
275.0,14
280.0,3
285.0,2
290.0,3
295.0,2
300.0,10
305.0,2
310.0,10
315.0,13
320.0,10
325.0,13
330.0,9
335.0,13
340.0,9
345.0,2
350.0,9
355.0,2
360.0,19
365.0,2
370.0,19
375.0,18
380.0,19
385.0,18
390.0,16
395.0,18
400.0,16
405.0,19
410.0,16
415.0,19
420.0,15
425.0,19
430.0,15
435.0,12
440.0,15
445.0,12
450.0,16
455.0,12
460.0,16
465.0,6
470.0,16
475.0,6
480.0,9
485.0,6
490.0,9
495.0,14
500.0,9
505.0,14
510.0,11
515.0,14
520.0,11
525.0,11
530.0,6
535.0,11
540.0,6
545.0,14
550.0,6
555.0,14
560.0,8
565.0,14
570.0,8
575.0,8
580.0,16
585.0,8
590.0,16
595.0,10
600.0,16
605.0,10
610.0,11
615.0,10
620.0,11
625.0,11
630.0,20
635.0,11
640.0,20
645.0,9
650.0,20
655.0,9
660.0,9
665.0,10
670.0,9
675.0,10
680.0,1
685.0,10
690.0,1
695.0,15
700.0,1
705.0,15
710.0,11
715.0,15
720.0,11
725.0,5
730.0,11
735.0,5
740.0,15
745.0,5
750.0,15
755.0,20
760.0,15
765.0,20
770.0,19
775.0,20
780.0,19
785.0,3
790.0,19
795.0,3
800.0,18
805.0,3
810.0,18
815.0,0
820.0,18
825.0,0
830.0,7
835.0,0
840.0,7
845.0,12
850.0,7
855.0,12
860.0,13
865.0,12
870.0,13
875.0,12
880.0,13
885.0,12
890.0,15
895.0,12
900.0,15
905.0,16
910.0,15
915.0,16
920.0,8
925.0,16
930.0,8
935.0,19
940.0,8
945.0,19
950.0,16
955.0,19
960.0,16
965.0,13
970.0,16
975.0,13
980.0,16
985.0,13
990.0,16
995.0,1
1000.0,16
1005.0,1
1010.0,16
1015.0,1
1020.0,16
1025.0,4
1030.0,16
1035.0,4
1040.0,7
1045.0,4
1050.0,7
1055.0,15
1060.0,7
1065.0,15
1070.0,18
1075.0,15
1080.0,18
1085.0,8
1090.0,18
1095.0,8
