Step,Action
100.0,4
105.0,4
110.0,18
115.0,10
120.0,18
125.0,10
130.0,16
135.0,10
140.0,16
145.0,15
150.0,16
155.0,15
160.0,1
165.0,15
170.0,1
175.0,11
180.0,1
185.0,11
190.0,8
195.0,11
200.0,8
205.0,7
210.0,8
215.0,7
220.0,0
225.0,7
230.0,0
235.0,3
240.0,0
245.0,3
250.0,14
255.0,3
260.0,14
265.0,11
270.0,14
275.0,11
280.0,9
285.0,9
290.0,4
295.0,9
300.0,4
305.0,0
310.0,4
315.0,0
320.0,7
325.0,0
330.0,7
335.0,6
340.0,6
345.0,5
350.0,6
355.0,5
360.0,1
365.0,5
370.0,1
375.0,17
380.0,1
385.0,17
390.0,13
395.0,17
400.0,13
405.0,9
410.0,13
415.0,9
420.0,16
425.0,9
430.0,16
435.0,16
440.0,15
445.0,16
450.0,15
455.0,6
460.0,15
465.0,6
470.0,0
475.0,6
480.0,0
485.0,9
490.0,0
495.0,9
500.0,5
505.0,9
510.0,5
515.0,15
520.0,5
525.0,15
530.0,11
535.0,15
540.0,11
545.0,3
550.0,11
555.0,3
560.0,5
565.0,3
570.0,5
575.0,13
580.0,5
585.0,13
590.0,13
595.0,14
600.0,13
605.0,14
610.0,18
615.0,14
620.0,18
625.0,7
630.0,18
635.0,7
640.0,3
645.0,7
650.0,3
655.0,12
660.0,3
665.0,12
670.0,0
675.0,12
680.0,0
685.0,8
690.0,0
695.0,8
700.0,3
705.0,8
710.0,3
715.0,10
720.0,3
725.0,10
730.0,11
735.0,10
740.0,11
745.0,1
750.0,1
755.0,13
760.0,1
765.0,13
770.0,9
775.0,13
780.0,9
785.0,0
790.0,9
795.0,0
800.0,3
805.0,0
810.0,3
815.0,5
820.0,3
825.0,5
830.0,6
835.0,5
840.0,6
845.0,14
850.0,6
855.0,14
860.0,7
865.0,14
870.0,7
875.0,1
880.0,7
885.0,1
890.0,6
895.0,1
900.0,6
905.0,9
910.0,6
915.0,9
920.0,12
925.0,9
930.0,12
935.0,13
940.0,12
945.0,13
950.0,11
955.0,13
960.0,11
965.0,3
970.0,11
975.0,3
980.0,11
985.0,3
990.0,11
995.0,8
1000.0,11
1005.0,8
1010.0,13
1015.0,8
1020.0,13
1025.0,7
1030.0,13
1035.0,7
1040.0,7
1045.0,7
1050.0,10
1055.0,7
1060.0,10
1065.0,13
1070.0,13
1075.0,12
1080.0,13
1085.0,12
1090.0,17
1095.0,12
1100.0,17
1105.0,13
1110.0,17
1115.0,13
1120.0,16
1125.0,13
1130.0,16
1135.0,4
1140.0,16
1145.0,4
1150.0,3
1155.0,4
1160.0,3
1165.0,12
1170.0,3
1175.0,12
1180.0,16
1185.0,12
1190.0,16
1195.0,6
1200.0,16
1205.0,6
1210.0,11
1215.0,6
1220.0,11
1225.0,3
1230.0,11
1235.0,3
1240.0,13
1245.0,3
1250.0,13
1255.0,8
1260.0,13
1265.0,8
1270.0,18
1275.0,8
1280.0,18
1285.0,6
1290.0,18
1295.0,6
1300.0,14
1305.0,6
1310.0,14
1315.0,3
1320.0,14
1325.0,3
1330.0,11
1335.0,3
1340.0,11
1345.0,11
1350.0,9
1355.0,9
1360.0,5
1365.0,9
1370.0,5
1375.0,3
1380.0,5
1385.0,3
1390.0,8
1395.0,3
1400.0,8
1405.0,14
1410.0,8
1415.0,14
1420.0,7
1425.0,14
1430.0,7
1435.0,0
1440.0,7
1445.0,0
1450.0,5
1455.0,0
1460.0,5
1465.0,16
1470.0,5
1475.0,16
1480.0,2
1485.0,16
1490.0,2
1495.0,7
1500.0,2
1505.0,7
1510.0,1
1515.0,7
1520.0,1
1525.0,10
1530.0,1
1535.0,10
1540.0,9
1545.0,10
1550.0,9
1555.0,16
1560.0,9
1565.0,16
1570.0,10
1575.0,16
1580.0,10
1585.0,9
1590.0,10
1595.0,9
1600.0,12
1605.0,9
