Step,Action
100.0,2
105.0,1
110.0,0
115.0,1
120.0,0
125.0,4
130.0,0
135.0,4
140.0,6
145.0,4
150.0,6
155.0,0
160.0,6
165.0,0
170.0,6
175.0,0
180.0,6
185.0,5
190.0,6
195.0,5
200.0,5
205.0,1
210.0,5
215.0,1
220.0,0
225.0,1
230.0,0
235.0,4
240.0,0
245.0,4
250.0,0
255.0,4
260.0,0
265.0,1
270.0,0
275.0,1
280.0,0
285.0,1
290.0,0
295.0,6
300.0,0
305.0,6
310.0,5
315.0,6
320.0,5
325.0,5
330.0,3
335.0,5
340.0,3
345.0,4
350.0,3
355.0,4
360.0,4
365.0,1
370.0,4
375.0,1
380.0,1
385.0,4
390.0,1
395.0,4
400.0,2
405.0,4
410.0,2
415.0,0
420.0,2
425.0,0
430.0,1
435.0,0
440.0,1
445.0,6
450.0,1
455.0,6
460.0,6
465.0,6
470.0,4
475.0,6
480.0,4
485.0,3
490.0,4
495.0,3
500.0,3
505.0,3
510.0,3
515.0,0
520.0,3
525.0,0
530.0,3
535.0,0
540.0,3
545.0,1
550.0,3
555.0,1
560.0,6
565.0,1
570.0,6
575.0,6
580.0,0
585.0,6
590.0,0
595.0,4
600.0,0
605.0,4
610.0,3
615.0,4
620.0,3
625.0,4
630.0,3
635.0,4
640.0,0
645.0,4
650.0,0
655.0,6
660.0,0
665.0,6
670.0,3
675.0,6
680.0,3
685.0,3
690.0,2
695.0,3
700.0,2
705.0,3
710.0,2
715.0,3
720.0,1
725.0,3
730.0,1
735.0,0
740.0,1
745.0,0
750.0,1
755.0,0
760.0,1
765.0,1
770.0,1
775.0,0
780.0,1
785.0,0
790.0,3
795.0,0
800.0,3
805.0,4
810.0,3
815.0,4
820.0,1
825.0,4
830.0,1
835.0,1
840.0,4
845.0,1
850.0,4
855.0,5
860.0,4
865.0,5
870.0,5
875.0,4
880.0,5
885.0,4
890.0,4
895.0,5
900.0,4
905.0,5
910.0,1
915.0,5
920.0,1
925.0,1
930.0,2
935.0,1
940.0,2
945.0,2
950.0,6
955.0,2
960.0,6
965.0,1
970.0,6
975.0,1
980.0,5
985.0,1
990.0,5
995.0,1
1000.0,5
1005.0,1
1010.0,4
1015.0,1
1020.0,4
1025.0,1
1030.0,4
1035.0,1
1040.0,1
1045.0,1
1050.0,2
1055.0,1
1060.0,2
1065.0,5
1070.0,2
1075.0,5
1080.0,1
1085.0,5
1090.0,1
1095.0,4
1100.0,1
1105.0,4
1110.0,5
1115.0,4
1120.0,5
1125.0,4
1130.0,5
1135.0,4
1140.0,1
1145.0,4
1150.0,1
1155.0,6
1160.0,1
1165.0,6
1170.0,6
1175.0,6
1180.0,2
1185.0,6
1190.0,2
1195.0,4
1200.0,2
1205.0,4
1210.0,4
1215.0,0
1220.0,4
1225.0,0
1230.0,3
1235.0,0
1240.0,3
1245.0,4
1250.0,3
1255.0,4
1260.0,3
1265.0,4
1270.0,3
1275.0,0
1280.0,3
1285.0,0
1290.0,1
1295.0,0
1300.0,1
1305.0,5
1310.0,1
1315.0,5
1320.0,2
1325.0,5
1330.0,2
1335.0,1
1340.0,2
1345.0,1
1350.0,4
1355.0,1
1360.0,4
1365.0,4
1370.0,4
1375.0,3
1380.0,4
1385.0,3
1390.0,6
1395.0,3
1400.0,6
1405.0,6
1410.0,0
