Step,Action
100.0,3
105.0,3
110.0,4
115.0,1
120.0,4
125.0,1
130.0,4
135.0,1
140.0,4
145.0,0
150.0,4
155.0,0
160.0,0
165.0,4
170.0,0
175.0,4
180.0,0
185.0,4
190.0,0
195.0,0
200.0,0
205.0,0
210.0,0
215.0,3
220.0,0
225.0,3
230.0,1
235.0,3
240.0,1
245.0,3
250.0,1
255.0,3
260.0,3
265.0,1
270.0,3
275.0,1
280.0,1
285.0,1
290.0,0
295.0,1
300.0,0
305.0,4
310.0,0
315.0,4
320.0,0
325.0,4
330.0,0
335.0,1
340.0,0
345.0,1
350.0,3
355.0,1
360.0,3
365.0,1
370.0,3
375.0,1
380.0,2
385.0,1
390.0,2
395.0,4
400.0,2
405.0,4
410.0,4
415.0,2
420.0,4
425.0,2
430.0,3
435.0,2
440.0,3
445.0,4
450.0,3
455.0,4
460.0,3
465.0,3
470.0,4
475.0,3
480.0,4
485.0,0
490.0,4
495.0,0
500.0,4
505.0,0
510.0,4
515.0,1
520.0,4
525.0,1
530.0,3
535.0,1
540.0,3
545.0,2
550.0,3
555.0,2
560.0,4
565.0,2
570.0,4
575.0,0
580.0,4
585.0,0
590.0,4
595.0,0
600.0,4
605.0,3
610.0,3
615.0,4
620.0,3
625.0,4
630.0,1
635.0,4
640.0,1
645.0,0
650.0,1
655.0,0
660.0,3
665.0,0
670.0,3
675.0,2
680.0,3
685.0,2
690.0,4
695.0,2
700.0,4
705.0,3
710.0,3
715.0,4
720.0,3
725.0,4
730.0,4
735.0,4
740.0,4
745.0,0
750.0,4
755.0,0
760.0,1
765.0,0
770.0,1
775.0,1
780.0,1
785.0,1
790.0,2
795.0,1
800.0,2
805.0,0
810.0,2
815.0,0
820.0,4
825.0,0
830.0,4
835.0,3
840.0,3
845.0,0
850.0,3
855.0,0
860.0,2
865.0,0
870.0,2
875.0,2
880.0,1
885.0,2
890.0,1
895.0,1
900.0,3
905.0,1
910.0,3
915.0,3
920.0,1
925.0,3
930.0,1
935.0,3
940.0,1
945.0,3
950.0,1
955.0,3
960.0,1
965.0,1
970.0,3
975.0,1
980.0,3
985.0,4
990.0,3
995.0,4
1000.0,4
1005.0,0
1010.0,4
1015.0,0
1020.0,1
1025.0,0
1030.0,1
1035.0,0
1040.0,1
1045.0,0
1050.0,2
1055.0,0
1060.0,2
1065.0,4
1070.0,2
1075.0,4
1080.0,4
1085.0,4
1090.0,4
1095.0,2
1100.0,4
1105.0,2
1110.0,3
1115.0,2
1120.0,3
1125.0,3
1130.0,3
1135.0,4
1140.0,3
1145.0,4
1150.0,4
1155.0,0
1160.0,4
1165.0,0
1170.0,4
1175.0,0
1180.0,4
1185.0,3
1190.0,3
1195.0,1
1200.0,3
1205.0,1
1210.0,3
1215.0,1
1220.0,3
1225.0,0
1230.0,3
1235.0,0
1240.0,4
1245.0,0
1250.0,4
1255.0,1
1260.0,4
1265.0,1
1270.0,1
1275.0,0
1280.0,1
1285.0,0
1290.0,1
1295.0,0
1300.0,1
1305.0,1
1310.0,0
1315.0,1
1320.0,0
1325.0,2
1330.0,0
1335.0,2
1340.0,3
1345.0,2
1350.0,3
1355.0,0
1360.0,3
1365.0,0
1370.0,0
1375.0,4
1380.0,0
1385.0,4
1390.0,1
1395.0,4
1400.0,1
1405.0,0
1410.0,1
1415.0,0
1420.0,2
1425.0,0
1430.0,2
1435.0,4
1440.0,2
1445.0,4
1450.0,4
1455.0,1
1460.0,4
1465.0,1
1470.0,1
1475.0,2
1480.0,1
1485.0,2
1490.0,1
1495.0,2
1500.0,1
1505.0,2
1510.0,1
1515.0,2
1520.0,3
1525.0,2
1530.0,3
1535.0,2
1540.0,3
1545.0,2
1550.0,0
1555.0,2
1560.0,0
1565.0,2
1570.0,0
1575.0,2
1580.0,2
1585.0,0
1590.0,2
1595.0,0
1600.0,4
1605.0,0
1610.0,4
1615.0,2
1620.0,4
1625.0,2
1630.0,1
1635.0,2
1640.0,1
1645.0,2
1650.0,1
1655.0,2
1660.0,4
1665.0,2
1670.0,4
1675.0,1
1680.0,4
1685.0,1
1690.0,0
1695.0,1
1700.0,0
1705.0,0
1710.0,1
1715.0,0
1720.0,1
1725.0,1
1730.0,1
1735.0,3
1740.0,1
1745.0,3
1750.0,2
1755.0,3
1760.0,2
1765.0,1
1770.0,2
1775.0,1
1780.0,1
1785.0,0
1790.0,1
1795.0,0
1800.0,0
1805.0,4
1810.0,0
1815.0,4
1820.0,2
1825.0,4
1830.0,2
1835.0,0
1840.0,2
1845.0,0
1850.0,4
1855.0,0
1860.0,4
1865.0,1
1870.0,4
1875.0,1
1880.0,1
1885.0,4
1890.0,1
1895.0,4
1900.0,1
1905.0,4
1910.0,1
1915.0,3
1920.0,1
1925.0,3
1930.0,3
1935.0,0
1940.0,3
1945.0,0
1950.0,3
1955.0,0
1960.0,3
1965.0,4
1970.0,3
1975.0,4
1980.0,3
1985.0,3
1990.0,4
1995.0,3
2000.0,4
2005.0,0
2010.0,4
2015.0,0
2020.0,1
2025.0,0
2030.0,1
2035.0,4
2040.0,1
2045.0,4
2050.0,4
2055.0,4
2060.0,2
2065.0,4
2070.0,2
2075.0,2
2080.0,0
2085.0,2
2090.0,0
2095.0,4
2100.0,0
2105.0,4
2110.0,0
2115.0,4
2120.0,0
2125.0,2
2130.0,0
2135.0,2
2140.0,1
2145.0,2
2150.0,1
2155.0,3
2160.0,1
2165.0,3
2170.0,4
2175.0,3
2180.0,4
2185.0,3
2190.0,3
2195.0,4
2200.0,3
2205.0,4
2210.0,3
2215.0,3
2220.0,4
2225.0,3
