Step,Action
100.0,4
105.0,5
110.0,4
115.0,5
120.0,5
125.0,6
130.0,5
135.0,6
140.0,2
145.0,6
150.0,2
155.0,5
160.0,2
165.0,5
170.0,2
175.0,5
180.0,2
185.0,3
190.0,2
195.0,3
200.0,0
205.0,3
210.0,0
215.0,2
220.0,0
225.0,2
230.0,0
235.0,2
240.0,0
245.0,0
250.0,1
255.0,0
260.0,1
265.0,1
270.0,4
275.0,1
280.0,4
285.0,5
290.0,4
295.0,5
300.0,2
305.0,5
310.0,2
315.0,1
320.0,2
325.0,1
330.0,4
335.0,1
340.0,4
345.0,0
350.0,4
355.0,0
360.0,6
365.0,0
370.0,6
375.0,6
380.0,0
385.0,6
390.0,0
395.0,1
400.0,0
405.0,1
410.0,3
415.0,1
420.0,3
425.0,4
430.0,3
435.0,4
440.0,6
445.0,4
450.0,6
455.0,3
460.0,6
465.0,3
470.0,6
475.0,3
480.0,6
485.0,2
490.0,6
495.0,2
500.0,5
505.0,2
510.0,5
515.0,3
520.0,5
525.0,3
530.0,0
535.0,3
540.0,0
545.0,3
550.0,0
555.0,3
560.0,1
565.0,3
570.0,1
575.0,4
580.0,1
585.0,4
590.0,0
595.0,4
600.0,0
605.0,4
610.0,0
615.0,4
620.0,5
625.0,4
630.0,5
635.0,0
640.0,5
645.0,0
650.0,2
655.0,0
660.0,2
665.0,3
670.0,2
675.0,3
680.0,5
685.0,3
690.0,5
695.0,3
700.0,5
705.0,3
710.0,0
715.0,3
720.0,0
725.0,0
730.0,6
735.0,0
740.0,6
745.0,6
750.0,6
755.0,0
760.0,6
765.0,0
770.0,0
775.0,0
780.0,2
785.0,0
790.0,2
795.0,3
800.0,2
805.0,3
810.0,2
815.0,3
820.0,2
825.0,1
830.0,2
835.0,1
840.0,5
845.0,1
850.0,5
855.0,0
860.0,5
865.0,0
870.0,5
875.0,0
880.0,5
885.0,1
890.0,5
895.0,1
900.0,0
905.0,1
910.0,0
915.0,0
920.0,4
925.0,0
930.0,4
935.0,3
940.0,4
945.0,3
950.0,2
955.0,3
960.0,2
965.0,0
970.0,2
975.0,0
980.0,3
985.0,0
990.0,3
995.0,4
1000.0,3
1005.0,4
1010.0,5
1015.0,4
1020.0,5
1025.0,4
1030.0,5
1035.0,4
1040.0,6
1045.0,4
1050.0,6
1055.0,0
1060.0,6
1065.0,0
1070.0,4
1075.0,0
1080.0,4
1085.0,1
1090.0,4
1095.0,1
1100.0,3
1105.0,1
1110.0,3
1115.0,5
1120.0,3
1125.0,5
1130.0,3
1135.0,5
1140.0,3
1145.0,1
1150.0,3
1155.0,1
1160.0,1
1165.0,3
1170.0,1
1175.0,3
1180.0,1
1185.0,3
1190.0,1
1195.0,5
1200.0,1
1205.0,5
1210.0,2
1215.0,5
1220.0,2
1225.0,4
1230.0,2
1235.0,4
1240.0,1
1245.0,4
1250.0,1
1255.0,0
1260.0,1
1265.0,0
1270.0,2
1275.0,0
1280.0,2
1285.0,0
1290.0,2
1295.0,0
1300.0,2
1305.0,0
1310.0,2
1315.0,1
1320.0,2
1325.0,1
1330.0,5
1335.0,1
1340.0,5
1345.0,0
1350.0,5
1355.0,0
1360.0,0
1365.0,5
1370.0,0
1375.0,5
1380.0,3
1385.0,5
1390.0,3
1395.0,2
1400.0,3
1405.0,2
1410.0,2
1415.0,4
1420.0,2
1425.0,4
1430.0,0
1435.0,4
1440.0,0
1445.0,1
1450.0,0
1455.0,1
1460.0,4
1465.0,1
1470.0,4
1475.0,2
1480.0,4
1485.0,2
1490.0,4
1495.0,2
1500.0,4
1505.0,1
1510.0,4
1515.0,1
1520.0,3
1525.0,1
1530.0,3
1535.0,0
1540.0,3
1545.0,0
1550.0,3
1555.0,0
1560.0,3
1565.0,6
1570.0,3
1575.0,6
1580.0,0
1585.0,6
1590.0,0
1595.0,1
1600.0,0
1605.0,1
1610.0,0
1615.0,1
1620.0,0
1625.0,5
1630.0,0
1635.0,5
1640.0,6
1645.0,5
1650.0,6
1655.0,6
1660.0,6
1665.0,1
1670.0,6
1675.0,1
1680.0,1
1685.0,6
1690.0,1
1695.0,6
1700.0,4
1705.0,6
1710.0,4
1715.0,4
1720.0,2
1725.0,4
1730.0,2
1735.0,6
1740.0,2
1745.0,6
1750.0,0
1755.0,6
1760.0,0
1765.0,4
1770.0,0
1775.0,4
1780.0,1
1785.0,4
1790.0,1
1795.0,5
1800.0,1
1805.0,5
1810.0,3
1815.0,5
1820.0,3
1825.0,5
1830.0,3
1835.0,5
1840.0,3
1845.0,5
1850.0,3
1855.0,3
1860.0,6
1865.0,3
1870.0,6
1875.0,2
1880.0,6
1885.0,2
1890.0,5
1895.0,2
1900.0,5
1905.0,6
1910.0,5
1915.0,6
1920.0,6
